"xPYMid","SchoolDistrict","SchoolDistrictShort","SchoolDistrictQuality","County","Developer","Development","InternalExternal","InternalExternalShort","LotType","LotTypeShort","Builder","BuilderShort","xPJGid","Year","MonthNoMonthShort","MonthNo","Month","MonthShort","DirtStart","LotStart","LotStartSpec","LotStartLot","InventoryStart","SalesPlan","LotsDeveloped","LotsDevelopedToDate","LotsDevelopedFuture","LotsCurrent","SalesPlanLocked","SalesAct","SalesPlanVar","DirtEnd","LotsEnd","LotsEndSpec","LotsEndLot","InventoryEnd","ProjectionGroupStatus"
31837,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2030,"11-Nov",11,"November","Nov",48,35,0.00,35.00,83,1.00,0.00,0,0,35.00,0.00,0.00,1.00,48.00,34.00,0.00,34.00,82.00,"Unlikely"
31841,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2030,"12-Dec",12,"December","Dec",48,34,0.00,34.00,82,0.00,0.00,0,0,34.00,0.00,0.00,0.00,48.00,34.00,0.00,34.00,82.00,"Unlikely"
31858,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"1-Jan",1,"January","Jan",48,34,0.00,34.00,82,1.00,0.00,0,0,34.00,0.00,0.00,1.00,48.00,33.00,0.00,33.00,81.00,"Unlikely"
31857,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"2-Feb",2,"February","Feb",48,33,0.00,33.00,81,2.00,0.00,0,0,33.00,0.00,0.00,2.00,48.00,31.00,0.00,31.00,79.00,"Unlikely"
31856,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"3-Mar",3,"March","Mar",48,31,0.00,31.00,79,2.00,0.00,0,0,31.00,0.00,0.00,2.00,48.00,29.00,0.00,29.00,77.00,"Unlikely"
31855,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"4-Apr",4,"April","Apr",48,29,0.00,29.00,77,2.00,0.00,0,0,29.00,0.00,0.00,2.00,48.00,27.00,0.00,27.00,75.00,"Unlikely"
31854,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"5-May",5,"May","May",48,27,0.00,27.00,75,2.00,0.00,0,0,27.00,0.00,0.00,2.00,48.00,25.00,0.00,25.00,73.00,"Unlikely"
31848,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"6-Jun",6,"June","Jun",48,25,0.00,25.00,73,2.00,0.00,0,0,25.00,0.00,0.00,2.00,48.00,23.00,0.00,23.00,71.00,"Unlikely"
31852,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"7-Jul",7,"July","Jul",48,23,0.00,23.00,71,2.00,0.00,0,0,23.00,0.00,0.00,2.00,48.00,21.00,0.00,21.00,69.00,"Unlikely"
31859,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"8-Aug",8,"August","Aug",48,21,0.00,21.00,69,1.00,0.00,0,0,21.00,0.00,0.00,1.00,48.00,20.00,0.00,20.00,68.00,"Unlikely"
31851,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"9-Sep",9,"September","Sep",48,20,0.00,20.00,68,1.00,0.00,0,0,20.00,0.00,0.00,1.00,48.00,19.00,0.00,19.00,67.00,"Unlikely"
31850,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"10-Oct",10,"October","Oct",48,19,0.00,19.00,67,1.00,0.00,0,0,19.00,0.00,0.00,1.00,48.00,18.00,0.00,18.00,66.00,"Unlikely"
31849,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"11-Nov",11,"November","Nov",48,18,0.00,18.00,66,1.00,0.00,0,0,18.00,0.00,0.00,1.00,48.00,17.00,0.00,17.00,65.00,"Unlikely"
31853,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2031,"12-Dec",12,"December","Dec",48,17,0.00,17.00,65,1.00,0.00,0,0,17.00,0.00,0.00,1.00,48.00,16.00,0.00,16.00,64.00,"Unlikely"
31870,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"1-Jan",1,"January","Jan",48,16,0.00,16.00,64,1.00,0.00,0,0,16.00,0.00,0.00,1.00,48.00,15.00,0.00,15.00,63.00,"Unlikely"
31869,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"2-Feb",2,"February","Feb",48,15,0.00,15.00,63,2.00,0.00,0,0,15.00,0.00,0.00,2.00,48.00,13.00,0.00,13.00,61.00,"Unlikely"
31868,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"3-Mar",3,"March","Mar",48,13,0.00,13.00,61,2.00,0.00,0,0,13.00,0.00,0.00,2.00,48.00,11.00,0.00,11.00,59.00,"Unlikely"
31867,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"4-Apr",4,"April","Apr",48,11,0.00,11.00,59,2.00,0.00,0,0,11.00,0.00,0.00,2.00,48.00,9.00,0.00,9.00,57.00,"Unlikely"
31866,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"5-May",5,"May","May",48,9,0.00,9.00,57,2.00,0.00,0,0,9.00,0.00,0.00,2.00,48.00,7.00,0.00,7.00,55.00,"Unlikely"
31860,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"6-Jun",6,"June","Jun",48,7,0.00,7.00,55,2.00,0.00,0,0,7.00,0.00,0.00,2.00,48.00,5.00,0.00,5.00,53.00,"Unlikely"
31864,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"7-Jul",7,"July","Jul",48,5,0.00,5.00,53,2.00,0.00,0,0,5.00,0.00,0.00,2.00,48.00,3.00,0.00,3.00,51.00,"Unlikely"
31871,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"8-Aug",8,"August","Aug",48,3,0.00,3.00,51,1.00,48.00,0,48,3.00,0.00,0.00,1.00,0.00,50.00,0.00,50.00,50.00,"Unlikely"
31863,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"9-Sep",9,"September","Sep",0,50,0.00,50.00,50,1.00,0.00,0,0,50.00,0.00,0.00,1.00,0.00,49.00,0.00,49.00,49.00,"Unlikely"
31862,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"10-Oct",10,"October","Oct",0,49,0.00,49.00,49,1.00,0.00,0,0,49.00,0.00,0.00,1.00,0.00,48.00,0.00,48.00,48.00,"Unlikely"
31861,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"11-Nov",11,"November","Nov",0,48,0.00,48.00,48,1.00,0.00,0,0,48.00,0.00,0.00,1.00,0.00,47.00,0.00,47.00,47.00,"Unlikely"
31865,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2032,"12-Dec",12,"December","Dec",0,47,0.00,47.00,47,1.00,0.00,0,0,47.00,0.00,0.00,1.00,0.00,46.00,0.00,46.00,46.00,"Unlikely"
31882,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"1-Jan",1,"January","Jan",0,46,0.00,46.00,46,1.00,0.00,0,0,46.00,0.00,0.00,1.00,0.00,45.00,0.00,45.00,45.00,"Unlikely"
31881,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"2-Feb",2,"February","Feb",0,45,0.00,45.00,45,2.00,0.00,0,0,45.00,0.00,0.00,2.00,0.00,43.00,0.00,43.00,43.00,"Unlikely"
31880,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"3-Mar",3,"March","Mar",0,43,0.00,43.00,43,2.00,0.00,0,0,43.00,0.00,0.00,2.00,0.00,41.00,0.00,41.00,41.00,"Unlikely"
31879,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"4-Apr",4,"April","Apr",0,41,0.00,41.00,41,2.00,0.00,0,0,41.00,0.00,0.00,2.00,0.00,39.00,0.00,39.00,39.00,"Unlikely"
31878,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"5-May",5,"May","May",0,39,0.00,39.00,39,2.00,0.00,0,0,39.00,0.00,0.00,2.00,0.00,37.00,0.00,37.00,37.00,"Unlikely"
31872,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"6-Jun",6,"June","Jun",0,37,0.00,37.00,37,2.00,0.00,0,0,37.00,0.00,0.00,2.00,0.00,35.00,0.00,35.00,35.00,"Unlikely"
31876,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"7-Jul",7,"July","Jul",0,35,0.00,35.00,35,2.00,0.00,0,0,35.00,0.00,0.00,2.00,0.00,33.00,0.00,33.00,33.00,"Unlikely"
31883,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"8-Aug",8,"August","Aug",0,33,0.00,33.00,33,1.00,0.00,0,0,33.00,0.00,0.00,1.00,0.00,32.00,0.00,32.00,32.00,"Unlikely"
31875,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"9-Sep",9,"September","Sep",0,32,0.00,32.00,32,1.00,0.00,0,0,32.00,0.00,0.00,1.00,0.00,31.00,0.00,31.00,31.00,"Unlikely"
31874,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"10-Oct",10,"October","Oct",0,31,0.00,31.00,31,1.00,0.00,0,0,31.00,0.00,0.00,1.00,0.00,30.00,0.00,30.00,30.00,"Unlikely"
31873,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"11-Nov",11,"November","Nov",0,30,0.00,30.00,30,1.00,0.00,0,0,30.00,0.00,0.00,1.00,0.00,29.00,0.00,29.00,29.00,"Unlikely"
31877,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2033,"12-Dec",12,"December","Dec",0,29,0.00,29.00,29,1.00,0.00,0,0,29.00,0.00,0.00,1.00,0.00,28.00,0.00,28.00,28.00,"Unlikely"
31894,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"1-Jan",1,"January","Jan",0,28,0.00,28.00,28,1.00,0.00,0,0,28.00,0.00,0.00,1.00,0.00,27.00,0.00,27.00,27.00,"Unlikely"
31893,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"2-Feb",2,"February","Feb",0,27,0.00,27.00,27,2.00,0.00,0,0,27.00,0.00,0.00,2.00,0.00,25.00,0.00,25.00,25.00,"Unlikely"
31892,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"3-Mar",3,"March","Mar",0,25,0.00,25.00,25,2.00,0.00,0,0,25.00,0.00,0.00,2.00,0.00,23.00,0.00,23.00,23.00,"Unlikely"
31891,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"4-Apr",4,"April","Apr",0,23,0.00,23.00,23,2.00,0.00,0,0,23.00,0.00,0.00,2.00,0.00,21.00,0.00,21.00,21.00,"Unlikely"
31890,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"5-May",5,"May","May",0,21,0.00,21.00,21,2.00,0.00,0,0,21.00,0.00,0.00,2.00,0.00,19.00,0.00,19.00,19.00,"Unlikely"
31884,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"6-Jun",6,"June","Jun",0,19,0.00,19.00,19,2.00,0.00,0,0,19.00,0.00,0.00,2.00,0.00,17.00,0.00,17.00,17.00,"Unlikely"
31888,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"7-Jul",7,"July","Jul",0,17,0.00,17.00,17,2.00,0.00,0,0,17.00,0.00,0.00,2.00,0.00,15.00,0.00,15.00,15.00,"Unlikely"
31895,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"8-Aug",8,"August","Aug",0,15,0.00,15.00,15,1.00,0.00,0,0,15.00,0.00,0.00,1.00,0.00,14.00,0.00,14.00,14.00,"Unlikely"
31887,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"9-Sep",9,"September","Sep",0,14,0.00,14.00,14,1.00,0.00,0,0,14.00,0.00,0.00,1.00,0.00,13.00,0.00,13.00,13.00,"Unlikely"
31886,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"10-Oct",10,"October","Oct",0,13,0.00,13.00,13,1.00,0.00,0,0,13.00,0.00,0.00,1.00,0.00,12.00,0.00,12.00,12.00,"Unlikely"
31885,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"11-Nov",11,"November","Nov",0,12,0.00,12.00,12,1.00,0.00,0,0,12.00,0.00,0.00,1.00,0.00,11.00,0.00,11.00,11.00,"Unlikely"
31889,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2034,"12-Dec",12,"December","Dec",0,11,0.00,11.00,11,1.00,0.00,0,0,11.00,0.00,0.00,1.00,0.00,10.00,0.00,10.00,10.00,"Unlikely"
31903,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"1-Jan",1,"January","Jan",0,10,0.00,10.00,10,1.00,0.00,0,0,10.00,0.00,0.00,1.00,0.00,9.00,0.00,9.00,9.00,"Unlikely"
31905,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"2-Feb",2,"February","Feb",0,9,0.00,9.00,9,1.00,0.00,0,0,9.00,0.00,0.00,1.00,0.00,8.00,0.00,8.00,8.00,"Unlikely"
31904,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"3-Mar",3,"March","Mar",0,8,0.00,8.00,8,1.00,0.00,0,0,8.00,0.00,0.00,1.00,0.00,7.00,0.00,7.00,7.00,"Unlikely"
31902,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"4-Apr",4,"April","Apr",0,7,0.00,7.00,7,1.00,0.00,0,0,7.00,0.00,0.00,1.00,0.00,6.00,0.00,6.00,6.00,"Unlikely"
31901,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"5-May",5,"May","May",0,6,0.00,6.00,6,2.00,0.00,0,0,6.00,0.00,0.00,2.00,0.00,4.00,0.00,4.00,4.00,"Unlikely"
31906,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"6-Jun",6,"June","Jun",0,4,0.00,4.00,4,2.00,0.00,0,0,4.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,2.00,"Unlikely"
31897,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"7-Jul",7,"July","Jul",0,2,0.00,2.00,2,1.00,0.00,0,0,2.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,"Unlikely"
31900,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"8-Aug",8,"August","Aug",0,1,0.00,1.00,1,1.00,0.00,0,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,"Unlikely"
31899,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"9-Sep",9,"September","Sep",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unlikely"
31896,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"10-Oct",10,"October","Oct",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unlikely"
31898,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"11-Nov",11,"November","Nov",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unlikely"
31907,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (SF)","Internal","INT","Single Family","SF","Interra Homes","INT",108,2035,"12-Dec",12,"December","Dec",0,0,0.00,0.00,0,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Unlikely"
32078,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"1-Jan",1,"January","Jan",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32079,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"2-Feb",2,"February","Feb",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32087,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"3-Mar",3,"March","Mar",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32080,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"4-Apr",4,"April","Apr",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32076,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"5-May",5,"May","May",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32081,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"6-Jun",6,"June","Jun",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32082,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"7-Jul",7,"July","Jul",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32083,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"8-Aug",8,"August","Aug",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32084,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"9-Sep",9,"September","Sep",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32085,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"10-Oct",10,"October","Oct",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32086,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"11-Nov",11,"November","Nov",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32077,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2023,"12-Dec",12,"December","Dec",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32090,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"1-Jan",1,"January","Jan",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32091,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"2-Feb",2,"February","Feb",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32099,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"3-Mar",3,"March","Mar",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32092,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"4-Apr",4,"April","Apr",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32088,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"5-May",5,"May","May",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32093,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"6-Jun",6,"June","Jun",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32094,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"7-Jul",7,"July","Jul",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32095,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"8-Aug",8,"August","Aug",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32096,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"9-Sep",9,"September","Sep",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32097,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"10-Oct",10,"October","Oct",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32098,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"11-Nov",11,"November","Nov",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32089,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2024,"12-Dec",12,"December","Dec",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32102,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2025,"1-Jan",1,"January","Jan",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32103,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2025,"2-Feb",2,"February","Feb",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
32111,"Hamilton","HAMI","B","Allegan","TBD","Notenbaum (TH)","Internal","INT","Townhome","TH","Interra Homes","INT",109,2025,"3-Mar",3,"March","Mar",36,0,0.00,0.00,36,0.00,0.00,0,0,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,"Unlikely"
